Date;Recip_County;Recip_State;Series_Complete_Pop_Pct;;; 
11/03/2021;Otero County;NM;52,2;;;
11/03/2021;Waushara County;WI;40,6;;;
11/03/2021;Choctaw County;OK;31,7;;;
11/03/2021;Placer County;CA;59,6;;;
11/03/2021;Merced County;CA;43,8;;;
11/03/2021;Indian River County;FL;61,2;;;
11/03/2021;Monroe County;TN;39,3;;;
11/03/2021;Noxubee County;MS;50,2;;;
11/03/2021;Richland County;IL;42,3;;;
11/03/2021;Snyder County;PA;42,4;;;
11/03/2021;Naranjito Municipio;PR;71,9;;;
11/03/2021;Miner County;SD;48,3;;;
11/03/2021;Gillespie County;TX;48,9;;;
11/03/2021;Delta County;TX;32,3;;;
11/03/2021;Klickitat County;WA;44,1;;;
11/03/2021;Martin County;FL;58,2;;;
11/03/2021;San Juan County;UT;52,2;;;
11/03/2021;Elliott County;KY;31,6;;;
11/03/2021;Jefferson Davis County;MS;39,9;;;
11/02/2021;Lafayette County;AR;37,9;;;
11/02/2021;Sumter County;AL;44,5;;;
11/02/2021;Talladega County;AL;33;;;
11/02/2021;Turner County;GA;21,9;;;
11/02/2021;Richardson County;NE;46,9;;;
11/02/2021;Orange County;CA;63,4;;;
11/02/2021;Beauregard Parish;LA;30,2;;;
11/02/2021;Lancaster County;NE;60,1;;;
11/02/2021;Johnson County;IL;44,6;;;
11/02/2021;Harding County;NM;53,6;;;
11/02/2021;Douglas County;NV;47,5;;;
11/02/2021;Jefferson County;MT;44,7;;;
11/02/2021;Crawford County;MI;47,8;;;
11/02/2021;Middlesex County;NJ;64,2;;;
11/02/2021;McCook County;SD;49,3;;;
11/02/2021;Clark County;WA;57,8;;;
11/02/2021;Dickenson County;VA;42;;;
11/02/2021;Mason County;WV;33,2;;;
11/02/2021;Gray County;TX;36;;;
11/02/2021;Anderson County;TX;35,6;;;
11/02/2021;Lincoln County;SD;50,6;;;
11/02/2021;Fentress County;TN;30,3;;;
11/02/2021;Pemiscot County;MO;26,5;;;
11/02/2021;Conejos County;CO;43,3;;;
11/02/2021;Duchesne County;UT;37,2;;;
11/02/2021;Corson County;SD;31,8;;;
11/02/2021;Bay County;MI;52,7;;;
11/02/2021;Anderson County;TN;49,8;;;
11/02/2021;Ohio County;KY;35,8;;;
11/02/2021;Lipscomb County;TX;31,8;;;
11/02/2021;Broomfield County;CO;72;;;
11/02/2021;Cherokee County;NC;49,9;;;
11/02/2021;Muscatine County;IA;54,5;;;
11/02/2021;Miami County;KS;43,2;;;
11/02/2021;Treasure County;MT;42,4;;;
11/02/2021;Clay County;AL;38;;;
11/02/2021;Mason County;KY;45,8;;;
11/02/2021;Kay County;OK;37,9;;;
11/02/2021;Harper County;KS;42,6;;;
11/02/2021;Webster County;IA;52,5;;;
11/02/2021;Brantley County;GA;12,8;;;
11/02/2021;San Juan County;WA;74;;;
11/02/2021;Warren County;GA;17,9;;;
11/02/2021;Power County;ID;42,1;;;
11/02/2021;Calhoun County;IL;41,9;;;
11/02/2021;Hillsborough County;NH;57;;;
11/02/2021;Dearborn County;IN;55,4;;;
11/02/2021;Polk County;GA;15,4;;;
11/02/2021;Webster County;NE;35,6;;;
11/02/2021;Benson County;ND;46,2;;;
11/02/2021;Clarke County;IA;49,4;;;
11/02/2021;Fairfield County;OH;51;;;
11/02/2021;Denton County;TX;55,1;;;
11/02/2021;Hyde County;NC;58,1;;;
11/02/2021;Chickasaw County;MS;44;;;
11/02/2021;Cedar County;NE;38;;;
11/02/2021;Payne County;OK;43,5;;;
11/02/2021;Atascosa County;TX;44,8;;;
11/02/2021;Loudon County;TN;58,1;;;
11/02/2021;Salem County;NJ;48,3;;;
11/02/2021;Union County;GA;14,5;;;
11/02/2021;Unknown County;AZ;0;;;
11/02/2021;Vance County;NC;49,8;;;
11/02/2021;Placer County;CA;59,5;;;
11/02/2021;Conecuh County;AL;38;;;
11/02/2021;Fountain County;IN;42,7;;;
11/02/2021;Hardin County;IA;51,1;;;
11/02/2021;Nemaha County;KS;48,8;;;
11/02/2021;Morrow County;OR;49;;;
11/02/2021;Randolph County;IN;41,3;;;
11/02/2021;Cayuga County;NY;53,8;;;
11/02/2021;Orocovis Municipio;PR;72,7;;;
11/02/2021;Turner County;SD;47,4;;;
11/02/2021;Lafayette County;MS;50,1;;;
11/02/2021;Carroll County;TN;43;;;
11/02/2021;Twin Falls County;ID;40,3;;;
11/02/2021;Morgan County;OH;37,9;;;
11/02/2021;Lincoln County;OK;35,6;;;
11/02/2021;Roanoke County;VA;47,7;;;
11/02/2021;Montgomery County;TN;50,9;;;
11/02/2021;Clay County;TX;40,3;;;
11/02/2021;Cabell County;WV;22;;;
11/02/2021;Jones County;TX;39,7;;;
11/02/2021;Washington County;RI;70,9;;;
11/02/2021;Osceola County;IA;41,7;;;
11/02/2021;Clarke County;MS;51,1;;;
11/02/2021;St. Bernard Parish;LA;42,6;;;
11/02/2021;Tangipahoa Parish;LA;41,5;;;
11/02/2021;Nelson County;ND;63,9;;;
11/02/2021;Talbot County;GA;29,5;;;
11/02/2021;Fremont County;ID;37,1;;;
11/02/2021;Grundy County;TN;26,7;;;
11/02/2021;Poweshiek County;IA;53,5;;;
11/02/2021;Seward County;NE;45,6;;;
11/02/2021;Colquitt County;GA;20,8;;;
11/02/2021;Johnson County;KY;45,7;;;
11/02/2021;Bibb County;GA;24,6;;;
11/02/2021;Polk County;AR;31,3;;;
11/02/2021;Unknown County;SC;0;;;
11/02/2021;Panola County;TX;33,5;;;
11/02/2021;Louisa County;VA;40,4;;;
11/02/2021;Motley County;TX;24,5;;;
11/02/2021;Faribault County;MN;51,3;;;
11/02/2021;Chattooga County;GA;15;;;
11/02/2021;Brown County;IN;46,7;;;
11/02/2021;Foster County;ND;50,2;;;
11/02/2021;Guanica Municipio;PR;63,2;;;
11/02/2021;Grand Traverse County;MI;62,7;;;
11/02/2021;Halifax County;VA;40,5;;;
11/02/2021;Crawford County;IN;34,6;;;
11/02/2021;Yadkin County;NC;44,6;;;
11/02/2021;Quebradillas Municipio;PR;74,7;;;
11/02/2021;Weakley County;TN;34,1;;;
11/02/2021;Unknown County;VA;0;;;
11/02/2021;Newton County;TX;23,1;;;
11/02/2021;Harrison County;TX;36;;;
11/02/2021;Lee County;FL;56,4;;;
11/02/2021;Tallapoosa County;AL;35;;;
11/02/2021;Yuma County;CO;38,8;;;
11/02/2021;Scott County;KY;49,3;;;
11/02/2021;Santa Barbara County;CA;61,9;;;
11/02/2021;Dickey County;ND;48,3;;;
11/02/2021;Otter Tail County;MN;44,5;;;
11/02/2021;Washington County;MD;52,4;;;
11/02/2021;Woods County;OK;37,4;;;
11/02/2021;Unknown County;NM;0;;;
11/02/2021;Bottineau County;ND;44,8;;;
11/02/2021;Alcorn County;MS;34,8;;;
11/02/2021;Suffolk County;NY;67,6;;;
11/02/2021;Isanti County;MN;36,3;;;
11/02/2021;Tyler County;TX;32,6;;;
11/02/2021;Cottonwood County;MN;49,7;;;
11/02/2021;Grimes County;TX;46,3;;;
11/02/2021;Jasper County;SC;33,4;;;
11/02/2021;Grant Parish;LA;38,3;;;
11/02/2021;Washington County;VA;52,5;;;
11/02/2021;Edmonson County;KY;31,8;;;
11/02/2021;Hardeman County;TN;40,7;;;
11/02/2021;Juab County;UT;31,7;;;
11/02/2021;Berkshire County;MA;50,9;;;
11/02/2021;Franklin County;NY;58,1;;;
11/02/2021;Sitka City and Borough;AK;69,3;;;
11/02/2021;Chambers County;TX;41,3;;;
11/02/2021;Cobb County;GA;39,2;;;
11/02/2021;Perry County;MO;36,6;;;
11/02/2021;Marshall County;KY;49;;;
11/02/2021;Nevada County;CA;56,9;;;
11/02/2021;Boyd County;KY;39,5;;;
11/02/2021;Monroe County;KY;41,7;;;
11/02/2021;Aleutians West Census Area;AK;55,9;;;
11/02/2021;Columbia County;NY;67,6;;;
11/02/2021;Brown County;SD;49,2;;;
11/02/2021;Maricao Municipio;PR;61,8;;;
11/02/2021;Crook County;WY;25,8;;;
11/02/2021;Randolph County;MO;33,5;;;
11/02/2021;Franklin County;ME;57,5;;;
11/02/2021;Baylor County;TX;38,3;;;
11/02/2021;Converse County;WY;29,4;;;
11/02/2021;Transylvania County;NC;49,7;;;
11/02/2021;Pacific County;WA;50,5;;;
11/02/2021;Piute County;UT;35;;;
11/02/2021;Pike County;AR;38,8;;;
11/02/2021;Perry County;IN;52,5;;;
11/02/2021;Jefferson County;AR;38,1;;;
11/02/2021;Pima County;AZ;59,8;;;
11/02/2021;Boone County;AR;33,4;;;
11/02/2021;Lake of the Woods County;MN;51;;;
11/02/2021;Paulding County;OH;38,8;;;
11/02/2021;Washington County;ME;64,3;;;
11/02/2021;Taos County;NM;74,3;;;
11/02/2021;Baraga County;MI;54,4;;;
11/02/2021;Alleghany County;VA;37,4;;;
11/02/2021;Unknown County;MN;0;;;
11/02/2021;Mountrail County;ND;34,1;;;
11/02/2021;Red River County;TX;37,7;;;
11/02/2021;Marion County;OH;43,3;;;
11/02/2021;Charles Mix County;SD;46,9;;;
11/02/2021;Sandusky County;OH;48;;;
11/02/2021;Washington County;UT;44,8;;;
11/02/2021;Williams County;OH;40,8;;;
11/02/2021;Marshall County;TN;37,8;;;
11/02/2021;Sherman County;OR;52,9;;;
11/02/2021;Sabana Grande Municipio;PR;74,8;;;
11/02/2021;Delta County;TX;32,1;;;
11/02/2021;Carroll County;KY;41,6;;;
11/02/2021;Lincoln County;WI;50,6;;;
11/02/2021;Gentry County;MO;39,8;;;
11/02/2021;Amite County;MS;35,3;;;
11/02/2021;Dauphin County;PA;58,8;;;
11/02/2021;McKinley County;NM;72,3;;;
11/02/2021;Red Willow County;NE;33,6;;;
11/02/2021;Buffalo County;SD;50;;;
11/02/2021;Burke County;GA;41,6;;;
11/02/2021;Suffolk County;MA;65;;;
11/02/2021;Iron County;WI;62;;;
11/02/2021;Montgomery County;IL;47,1;;;
11/02/2021;Monroe County;NY;65;;;
11/02/2021;White County;IL;44,4;;;
11/02/2021;St. Louis County;MO;56,1;;;
11/02/2021;St. Clair County;MI;46,1;;;
11/02/2021;Barrow County;GA;19,7;;;
11/02/2021;Carson County;TX;31,6;;;
11/02/2021;Clackamas County;OR;62,1;;;
11/02/2021;Franklin Parish;LA;33,4;;;
11/02/2021;Union County;NJ;61,8;;;
11/02/2021;Beckham County;OK;37,4;;;
11/02/2021;Sumner County;TN;42,6;;;
11/02/2021;Monmouth County;NJ;60,9;;;
11/02/2021;Jackson County;MN;43,8;;;
11/02/2021;Humphreys County;MS;51;;;
11/02/2021;Grayson County;VA;38,2;;;
11/02/2021;Page County;VA;35,8;;;
11/02/2021;McLean County;IL;57,4;;;
11/02/2021;Unknown County;GA;0;;;
11/02/2021;St. Clair County;AL;35,3;;;
11/02/2021;Bartholomew County;IN;54,1;;;
11/02/2021;Unknown County;FL;0;;;
11/02/2021;Dodge County;GA;11,6;;;
11/02/2021;Dooly County;GA;18,3;;;
11/02/2021;Twiggs County;GA;13,6;;;
11/02/2021;Valencia County;NM;52,8;;;
11/02/2021;Ottawa County;KS;37;;;
11/02/2021;Edgar County;IL;43,1;;;
11/02/2021;Pontotoc County;MS;37,8;;;
11/02/2021;Stark County;ND;32,2;;;
11/02/2021;Marion County;SC;43,8;;;
11/02/2021;Pulaski County;IL;35,6;;;
11/02/2021;Cleveland County;OK;47,7;;;
11/02/2021;Wasco County;OR;59,7;;;
11/02/2021;Patrick County;VA;36,8;;;
11/02/2021;Kingsbury County;SD;58,7;;;
11/02/2021;Nantucket County;MA;1,4;;;
11/02/2021;Swisher County;TX;35,9;;;
11/02/2021;Jackson County;TN;30,5;;;
11/02/2021;Clayton County;GA;21,2;;;
11/02/2021;Graham County;AZ;55;;;
11/02/2021;Tooele County;UT;48,9;;;
11/02/2021;Bon Homme County;SD;51;;;
11/02/2021;Towns County;GA;13,4;;;
11/02/2021;Miller County;AR;27,3;;;
11/02/2021;Hatillo Municipio;PR;62,8;;;
11/02/2021;Milam County;TX;40,9;;;
11/02/2021;Douglas County;KS;55;;;
11/02/2021;Santa Cruz County;CA;69,8;;;
11/02/2021;Florence County;SC;48,9;;;
11/02/2021;Sioux County;NE;22,6;;;
11/02/2021;Hayes County;NE;22;;;
11/02/2021;Henderson County;KY;45,3;;;
11/02/2021;Grayson County;KY;45,6;;;
11/02/2021;Sheboygan County;WI;55,4;;;
11/02/2021;Thomas County;KS;37,8;;;
11/02/2021;Menard County;IL;52,3;;;
11/02/2021;Edwards County;KS;43,6;;;
11/02/2021;Laurens County;SC;34,9;;;
11/02/2021;Elbert County;CO;33,5;;;
11/02/2021;Barnstable County;MA;5,3;;;
11/02/2021;Shelby County;IA;54,8;;;
11/02/2021;Huron County;MI;50,6;;;
11/02/2021;Gila County;AZ;52,3;;;
11/02/2021;Cleburne County;AL;28,2;;;
11/02/2021;Dickinson County;MI;62,2;;;
11/02/2021;Ringgold County;IA;47,6;;;
11/02/2021;Moore County;NC;51,6;;;
11/02/2021;Hickory County;MO;35,6;;;
11/02/2021;Jefferson Parish;LA;58,8;;;
11/02/2021;Tripp County;SD;40,1;;;
11/02/2021;Lyon County;MN;49,9;;;
11/02/2021;Dare County;NC;67,9;;;
11/02/2021;Cimarron County;OK;28,9;;;
11/02/2021;Unknown County;MS;0;;;
11/02/2021;San Juan Municipio;PR;67,7;;;
11/02/2021;Merrick County;NE;39,2;;;
11/02/2021;Jefferson County;OR;55,8;;;
11/02/2021;Grant County;OR;42,2;;;
11/02/2021;Pierce County;WA;56,5;;;
11/02/2021;Pope County;AR;45;;;
11/02/2021;Lake and Peninsula Borough;AK;51,2;;;
11/02/2021;Bollinger County;MO;30,1;;;
11/02/2021;Maricopa County;AZ;50,2;;;
11/02/2021;Pasquotank County;NC;46,5;;;
11/02/2021;Sumner County;KS;38,8;;;
11/02/2021;Saguache County;CO;32,1;;;
11/02/2021;Jefferson County;OK;38;;;
11/02/2021;Hanson County;SD;37,2;;;
11/02/2021;Defiance County;OH;44,6;;;
11/02/2021;Graham County;NC;44,8;;;
11/02/2021;Mathews County;VA;56,1;;;
11/02/2021;Wyandot County;OH;43,1;;;
11/02/2021;Smyth County;VA;43,9;;;
11/02/2021;Unknown County;OK;0;;;
11/02/2021;Petroleum County;MT;28,5;;;
11/02/2021;Rensselaer County;NY;63,6;;;
11/02/2021;McPherson County;KS;50;;;
11/02/2021;Richland County;WI;53,6;;;
11/02/2021;Wrangell City and Borough;AK;53,6;;;
11/02/2021;Culpeper County;VA;43,4;;;
11/02/2021;Iron County;MO;35;;;
11/02/2021;Penobscot County;ME;64;;;
11/02/2021;North Slope Borough;AK;33,8;;;
11/02/2021;Montague County;TX;31,6;;;
11/02/2021;Ouray County;CO;58,1;;;
11/02/2021;Warren County;TN;36,7;;;
11/02/2021;Grafton County;NH;68,1;;;
11/02/2021;Fulton County;KY;51,7;;;
11/02/2021;Floyd County;KY;52,7;;;
11/02/2021;Midland County;MI;54,5;;;
11/02/2021;Stewart County;GA;19,1;;;
11/02/2021;Platte County;MO;49,8;;;
11/02/2021;Inyo County;CA;0;;;
11/02/2021;Clay County;KS;51,9;;;
11/02/2021;Wilkes County;GA;18,4;;;
11/02/2021;Fleming County;KY;46,1;;;
11/02/2021;Winn Parish;LA;40,8;;;
11/02/2021;Barbour County;AL;38,6;;;
11/02/2021;Kent County;TX;36,6;;;
11/02/2021;Carbon County;PA;58;;;
11/02/2021;Lincoln County;NC;43,6;;;
11/02/2021;Seneca County;NY;49;;;
11/02/2021;Pine County;MN;42,7;;;
11/02/2021;Quitman County;MS;46,7;;;
11/02/2021;Richmond County;NC;42,6;;;
11/02/2021;Las Piedras Municipio;PR;64,7;;;
11/02/2021;Lee County;TX;42,3;;;
11/02/2021;King William County;VA;47,8;;;
11/02/2021;Hooker County;NE;39;;;
11/02/2021;Montgomery County;AR;33,8;;;
11/02/2021;Ballard County;KY;33,8;;;
11/02/2021;Kiowa County;CO;34,5;;;
11/02/2021;Jasper County;MS;44,3;;;
11/02/2021;Pottawatomie County;OK;42,7;;;
11/02/2021;Shelby County;IL;37,8;;;
11/02/2021;Kauai County;HI;0;;;
11/02/2021;Lincoln County;GA;20;;;
11/02/2021;Wright County;IA;52,5;;;
11/02/2021;McDowell County;NC;47;;;
11/02/2021;Steuben County;NY;53,4;;;
11/02/2021;Adams County;NE;38;;;
11/02/2021;Ozark County;MO;28,3;;;
11/02/2021;Harrison County;IN;46,8;;;
11/02/2021;Hardy County;WV;24,4;;;
11/02/2021;Lincoln County;MO;35,4;;;
11/02/2021;Cheatham County;TN;44,9;;;
11/02/2021;Le Flore County;OK;35;;;
11/02/2021;Blaine County;NE;23;;;
11/02/2021;Decatur County;TN;34,7;;;
11/02/2021;Adair County;OK;29,6;;;
11/02/2021;Cumberland County;VA;34,6;;;
11/02/2021;Smith County;TX;41;;;
11/02/2021;Butte County;ID;40,5;;;
11/02/2021;Van Zandt County;TX;33,6;;;
11/02/2021;Clarke County;VA;57,1;;;
11/02/2021;Doniphan County;KS;43,5;;;
11/02/2021;Richland County;ND;46,5;;;
11/02/2021;Prairie County;MT;34,9;;;
11/02/2021;Westchester County;NY;70,4;;;
11/02/2021;Aransas County;TX;51,8;;;
11/02/2021;Brown County;MN;59,3;;;
11/02/2021;Luna County;NM;63,2;;;
11/02/2021;Kershaw County;SC;51,7;;;
11/02/2021;St. Landry Parish;LA;37,2;;;
11/02/2021;Terrell County;GA;26,6;;;
11/02/2021;Pike County;GA;15,2;;;
11/02/2021;Pickens County;GA;15,1;;;
11/02/2021;Pulaski County;GA;15,3;;;
11/02/2021;Petersburg city;VA;33,2;;;
11/02/2021;Hardin County;TX;34,1;;;
11/02/2021;Santa Isabel Municipio;PR;64;;;
11/02/2021;Orange County;TX;32,9;;;
11/02/2021;Chester County;TN;32,1;;;
11/02/2021;Wayne County;MS;34,8;;;
11/02/2021;Tattnall County;GA;14,4;;;
11/02/2021;Marion County;IA;48,3;;;
11/02/2021;Benton County;AR;46,4;;;
11/02/2021;Lawrence County;PA;50;;;
11/02/2021;Curry County;OR;50,8;;;
11/02/2021;Columbus County;NC;39,4;;;
11/02/2021;Bonner County;ID;37,2;;;
11/02/2021;Jackson County;IN;48,4;;;
11/02/2021;Oconee County;SC;41,5;;;
11/02/2021;Van Buren County;MI;51,4;;;
11/02/2021;Crawford County;MO;30;;;
11/02/2021;Cameron Parish;LA;16,6;;;
11/02/2021;Onondaga County;NY;66,5;;;
11/02/2021;Clark County;KS;42,9;;;
11/02/2021;Essex County;NY;65;;;
11/02/2021;Mitchell County;NC;44,2;;;
11/02/2021;Vega Baja Municipio;PR;73,9;;;
11/02/2021;Sawyer County;WI;53,9;;;
11/02/2021;Clark County;ID;33,6;;;
11/02/2021;Centre County;PA;55;;;
11/02/2021;Unknown County;WV;0;;;
11/02/2021;Jefferson County;TX;45;;;
11/02/2021;Tippecanoe County;IN;52,9;;;
11/02/2021;Hancock County;WV;23,1;;;
11/02/2021;Lee County;SC;37,1;;;
11/02/2021;Warren County;IA;53,7;;;
11/02/2021;Rockdale County;GA;18,8;;;
11/02/2021;Grand County;UT;58,8;;;
11/02/2021;Fond du Lac County;WI;50,2;;;
11/02/2021;Aitkin County;MN;54,4;;;
11/02/2021;Ottawa County;OK;34,5;;;
11/02/2021;Larimer County;CO;61,2;;;
11/02/2021;Duval County;FL;54,5;;;
11/02/2021;Scott County;MO;40,1;;;
11/02/2021;Calcasieu Parish;LA;38,1;;;
11/02/2021;Caribou County;ID;33,1;;;
11/02/2021;Plumas County;CA;0;;;
11/02/2021;Comerio Municipio;PR;60,8;;;
11/02/2021;Calhoun County;IA;54,7;;;
11/02/2021;Grady County;GA;19,7;;;
11/02/2021;Bucks County;PA;65;;;
11/02/2021;Racine County;WI;53,9;;;
11/02/2021;Calhoun County;WV;12,5;;;
11/02/2021;Socorro County;NM;61,2;;;
11/02/2021;Lee County;IA;46,5;;;
11/02/2021;Jack County;TX;35,5;;;
11/02/2021;Saline County;NE;45,8;;;
11/02/2021;Trousdale County;TN;32,6;;;
11/02/2021;Nolan County;TX;38,4;;;
11/02/2021;Beaufort County;NC;49,2;;;
11/02/2021;Dinwiddie County;VA;44,2;;;
11/02/2021;Refugio County;TX;49,3;;;
11/02/2021;Pocahontas County;WV;23,9;;;
11/02/2021;Mercer County;WV;39,6;;;
11/02/2021;Greensville County;VA;34;;;
11/02/2021;Merced County;CA;43,6;;;
11/02/2021;Baker County;FL;31,3;;;
11/02/2021;Scott County;IN;40,7;;;
11/02/2021;New Haven County;CT;69,5;;;
11/02/2021;Prince George's County;MD;63,6;;;
11/02/2021;Osage County;KS;45,9;;;
11/02/2021;Roosevelt County;NM;33,4;;;
11/02/2021;Toa Baja Municipio;PR;69,2;;;
11/02/2021;Wayne County;MI;48,7;;;
11/02/2021;Perry County;TN;36,4;;;
11/02/2021;Douglas County;NE;58,2;;;
11/02/2021;Kiowa County;OK;47;;;
11/02/2021;Logan County;WV;30,3;;;
11/02/2021;Haakon County;SD;38,2;;;
11/02/2021;Greeley County;KS;47,4;;;
11/02/2021;Emmons County;ND;31;;;
11/02/2021;Stark County;OH;48,9;;;
11/02/2021;Lawrence County;MO;34,6;;;
11/02/2021;Norfolk County;MA;69,6;;;
11/02/2021;Todd County;MN;37,2;;;
11/02/2021;Kingman County;KS;43,2;;;
11/02/2021;Bethel Census Area;AK;58,1;;;
11/02/2021;Bath County;KY;47,7;;;
11/02/2021;Harrison County;WV;21;;;
11/02/2021;Manitowoc County;WI;54,8;;;
11/02/2021;Yakima County;WA;54,2;;;
11/02/2021;Henrico County;VA;51,9;;;
11/02/2021;Schley County;GA;18,5;;;
11/02/2021;Mahaska County;IA;40;;;
11/02/2021;Butler County;AL;35,3;;;
11/02/2021;Marshall County;WV;10,7;;;
11/02/2021;Monroe County;IL;55,5;;;
11/02/2021;Madison County;MS;57,8;;;
11/02/2021;Kanawha County;WV;31,6;;;
11/02/2021;Juniata County;PA;40,2;;;
11/02/2021;Boyd County;NE;31,7;;;
11/02/2021;Whitfield County;GA;22,7;;;
11/02/2021;Roosevelt County;MT;56,6;;;
11/02/2021;Throckmorton County;TX;38,9;;;
11/02/2021;Stanly County;NC;37,2;;;
11/02/2021;Smith County;TN;29,5;;;
11/02/2021;Madison County;OH;45,8;;;
11/02/2021;Ferry County;WA;49,7;;;
11/02/2021;Wichita County;TX;46,7;;;
11/02/2021;Mason County;WA;54,1;;;
11/02/2021;Idaho County;ID;26,7;;;
11/02/2021;Camden County;GA;43,4;;;
11/02/2021;Clinton County;IN;43,5;;;
11/02/2021;Hardee County;FL;37,8;;;
11/02/2021;Cape May County;NJ;66,6;;;
11/02/2021;Cheyenne County;KS;41,1;;;
11/02/2021;Andrew County;MO;33;;;
11/02/2021;Marshall County;IA;58,7;;;
11/02/2021;Stafford County;KS;41,2;;;
11/02/2021;Guam;GU;59,2;;;
11/02/2021;Taylor County;IA;43;;;
11/02/2021;DeKalb County;IN;39,3;;;
11/02/2021;Pope County;MN;51;;;
11/02/2021;Blanco County;TX;48,2;;;
11/02/2021;Bandera County;TX;41,8;;;
11/02/2021;Yalobusha County;MS;59,7;;;
11/02/2021;Franklin County;VA;40,5;;;
11/02/2021;Hartley County;TX;42,9;;;
11/02/2021;Henry County;TN;42,5;;;
11/02/2021;Schenectady County;NY;64,9;;;
11/02/2021;Asotin County;WA;37,8;;;
11/02/2021;Keokuk County;IA;42,9;;;
11/02/2021;Bartow County;GA;16,6;;;
11/02/2021;Highland County;OH;33,9;;;
11/02/2021;Minidoka County;ID;33,2;;;
11/02/2021;Prince Edward County;VA;30,4;;;
11/02/2021;Kenton County;KY;53,5;;;
11/02/2021;Chemung County;NY;53,3;;;
11/02/2021;St. John Island;VI;0;;;
11/02/2021;Overton County;TN;32,3;;;
11/02/2021;Lincoln County;OR;65,2;;;
11/02/2021;Charlotte County;VA;37;;;
11/02/2021;Wheeler County;GA;10,9;;;
11/02/2021;Polk County;TN;38,2;;;
11/02/2021;Treutlen County;GA;16,5;;;
11/02/2021;Glynn County;GA;45,2;;;
11/02/2021;Winnebago County;IL;51,6;;;
11/02/2021;Somerset County;ME;55,5;;;
11/02/2021;Mille Lacs County;MN;50,9;;;
11/02/2021;Jeff Davis County;GA;11,8;;;
11/02/2021;Piatt County;IL;52,3;;;
11/02/2021;Durham County;NC;62;;;
11/02/2021;Champaign County;IL;57,1;;;
11/02/2021;St. Lawrence County;NY;55;;;
11/02/2021;McLean County;ND;40,1;;;
11/02/2021;Lewis and Clark County;MT;53,4;;;
11/02/2021;West Carroll Parish;LA;37,6;;;
11/02/2021;Livingston County;MO;40,2;;;
11/02/2021;Otsego County;NY;55,7;;;
11/02/2021;Mitchell County;TX;32,6;;;
11/02/2021;Campbell County;VA;38,3;;;
11/02/2021;Robertson County;TX;39,9;;;
11/02/2021;Sedgwick County;CO;46,9;;;
11/02/2021;Calhoun County;MS;38,5;;;
11/02/2021;Stephens County;TX;32,8;;;
11/02/2021;Russell County;AL;34,3;;;
11/02/2021;La Plata County;CO;64,5;;;
11/02/2021;Bolivar County;MS;52,6;;;
11/02/2021;Unknown County;ND;0;;;
11/02/2021;Unknown County;WI;0;;;
11/02/2021;Danville city;VA;33,4;;;
11/02/2021;Wallowa County;OR;54,4;;;
11/02/2021;Navarro County;TX;40,5;;;
11/02/2021;Somerset County;PA;44,5;;;
11/02/2021;Mineral County;WV;34,3;;;
11/02/2021;Cumberland County;TN;43,1;;;
11/02/2021;Uintah County;UT;35,1;;;
11/02/2021;Noble County;IN;35,7;;;
11/02/2021;Caroline County;VA;37,9;;;
11/02/2021;Fisher County;TX;33;;;
11/02/2021;Morgan County;TN;46,3;;;
11/02/2021;Sanborn County;SD;49;;;
11/02/2021;Valley County;NE;29,7;;;
11/02/2021;Bland County;VA;35,2;;;
11/02/2021;Calhoun County;AR;33;;;
11/02/2021;Lubbock County;TX;43,7;;;
11/02/2021;San Augustine County;TX;37,2;;;
11/02/2021;Maury County;TN;57,3;;;
11/02/2021;Towner County;ND;43;;;
11/02/2021;Miller County;GA;22,7;;;
11/02/2021;Hunterdon County;NJ;62,9;;;
11/02/2021;San Bernardino County;CA;49,5;;;
11/02/2021;Knox County;MO;37,1;;;
11/02/2021;Bath County;VA;41,4;;;
11/02/2021;St. Francois County;MO;39,1;;;
11/02/2021;Miami-Dade County;FL;75,9;;;
11/02/2021;Florida Municipio;PR;77;;;
11/02/2021;Ulster County;NY;65,2;;;
11/02/2021;Franklin County;ID;36,2;;;
11/02/2021;Decatur County;GA;38,8;;;
11/02/2021;Kalkaska County;MI;43,6;;;
11/02/2021;Montgomery County;KS;40,8;;;
11/02/2021;Henry County;GA;21,5;;;
11/02/2021;Lincoln County;MS;34,9;;;
11/02/2021;Wayne County;UT;47,8;;;
11/02/2021;Flathead County;MT;37,9;;;
11/02/2021;Appling County;GA;14,8;;;
11/02/2021;Gilchrist County;FL;33,1;;;
11/02/2021;Cheyenne County;NE;38,7;;;
11/02/2021;Clay County;IL;35,5;;;
11/02/2021;St. Louis County;MN;59,1;;;
11/02/2021;Radford city;VA;34,4;;;
11/02/2021;Chippewa County;MI;64,4;;;
11/02/2021;Rooks County;KS;44,2;;;
11/02/2021;Wayne County;OH;40,8;;;
11/02/2021;Blaine County;MT;73,2;;;
11/02/2021;Osborne County;KS;38,7;;;
11/02/2021;La Salle County;TX;57,3;;;
11/02/2021;Brooks County;TX;55,4;;;
11/02/2021;Broward County;FL;63,7;;;
11/02/2021;Graves County;KY;40,5;;;
11/02/2021;Culberson County;TX;48;;;
11/02/2021;Anderson County;SC;36,6;;;
11/02/2021;Searcy County;AR;35,7;;;
11/02/2021;Keith County;NE;33,2;;;
11/02/2021;Bleckley County;GA;11,9;;;
11/02/2021;Benton County;IN;38,8;;;
